"","X","year","family","height","R8","planting","flower","maturity","lodging","yield","protein","oil","size"
"DS11-54035",33745.3076923077,2012.23076923077,54,101.583333333333,125.666666666667,519.461538461538,700.5,922,1.98333333333333,2912.15384615385,33.92,19.2,15.04
"DS11-54036",33746.3076923077,2012.23076923077,54,109.333333333333,128.083333333333,519.461538461538,701.333333333333,924.416666666667,2.18333333333333,3161.53846153846,33,20.36,18.4
"DS11-54038",33747.3076923077,2012.23076923077,54,98.3333333333333,122.416666666667,519.461538461538,699.5,918.75,2.08333333333333,2572.76923076923,32.86,20.28,14.94
"DS11-54039",30079.7272727273,2012.18181818182,54,103.444444444444,127.666666666667,519.818181818182,701.5,925.444444444444,2.18888888888889,3544.27272727273,33.6666666666667,18.9333333333333,14.6833333333333
"DS11-54040",30080.7272727273,2012.18181818182,54,109.777777777778,128.777777777778,519.818181818182,700.5,926.555555555556,2.24444444444444,3626.27272727273,33.1166666666667,19.8166666666667,15.35
"DS11-54041",30081.7272727273,2012.18181818182,54,106.111111111111,124.75,519.818181818182,703,923,2.26666666666667,3269.36363636364,33.5666666666667,19.3666666666667,14.75
"DS11-54042",30082.7272727273,2012.18181818182,54,100.555555555556,126,519.818181818182,702,923.777777777778,1.83333333333333,3457.18181818182,32.95,19.95,15.7833333333333
"DS11-54044",33748.3076923077,2012.23076923077,54,85.8333333333333,121,519.461538461538,697.666666666667,917.333333333333,2,2948.23076923077,33.28,19.84,16.18
"DS11-54046",30083.7272727273,2012.18181818182,54,113.888888888889,129.375,519.818181818182,706.5,927.625,2.41111111111111,3440,34.3,19.1166666666667,17.65
"DS11-54047",33749.3076923077,2012.23076923077,54,106.833333333333,125.75,519.461538461538,699,922.083333333333,2.5,2867.23076923077,34.58,19.16,16.46
"DS11-54048",33750.3076923077,2012.23076923077,54,99.8333333333333,124.333333333333,519.461538461538,699.666666666667,920.666666666667,1.9,3136.30769230769,34.9,18.88,15.08
"DS11-54049",30084.7272727273,2012.18181818182,54,103.777777777778,127.777777777778,519.818181818182,700.25,925.555555555556,2.35555555555556,3654.18181818182,34.4333333333333,19.55,15.8333333333333
"DS11-54050",33751.3076923077,2012.23076923077,54,95,121.083333333333,519.461538461538,700.166666666667,917.416666666667,2.19166666666667,3013.07692307692,33.32,19.62,13.3
"DS11-54051",30085.7272727273,2012.18181818182,54,101.222222222222,126.875,519.818181818182,698.75,925.125,2.41111111111111,3254.09090909091,33.2833333333333,19.6833333333333,16.4333333333333
"DS11-54052",30086.7272727273,2012.18181818182,54,97.5555555555556,126.5,519.818181818182,704.75,924.75,2.57777777777778,3419.90909090909,33,19.4666666666667,15.8166666666667
"DS11-54053",30087.7272727273,2012.18181818182,54,103,123.875,519.818181818182,705.25,922.125,1.98888888888889,3125,33.9333333333333,19.9333333333333,15.7333333333333
"DS11-54054",30088.7272727273,2012.18181818182,54,117.555555555556,128.888888888889,519.818181818182,705.5,926.666666666667,2.63333333333333,3037.36363636364,34.2333333333333,19.2,16.4166666666667
"DS11-54057",33752.3076923077,2012.23076923077,54,88.5,118.166666666667,519.461538461538,697.666666666667,914.5,1.9,2590.23076923077,34.74,18.42,14
"DS11-54058",30089.7272727273,2012.18181818182,54,115.555555555556,128.25,519.818181818182,700.25,926.5,2.71111111111111,3452.18181818182,32.6166666666667,20.0666666666667,16.2666666666667
"DS11-54059",30090.7272727273,2012.18181818182,54,106,127.333333333333,519.818181818182,699.25,925.111111111111,1.94444444444444,3686.54545454545,33.2333333333333,19.4333333333333,17.35
"DS11-54060",33753.3076923077,2012.23076923077,54,90.5833333333333,123.666666666667,519.461538461538,697.166666666667,920,1.60833333333333,2925.92307692308,34.82,18.48,17.9
"DS11-54062",30091.7272727273,2012.18181818182,54,100.444444444444,129,519.818181818182,703.75,926.777777777778,1.96666666666667,3528.81818181818,33.9166666666667,19.15,16.3666666666667
"DS11-54063",30092.7272727273,2012.18181818182,54,99,122,519.818181818182,700.75,919.777777777778,2.3,3010.09090909091,32.3333333333333,20.0833333333333,15.75
"DS11-54064",33754.3076923077,2012.23076923077,54,99.5,124.083333333333,519.461538461538,695.5,920.416666666667,1.79166666666667,3383.23076923077,33.4,19.78,17.26
"DS11-54065",33755.3076923077,2012.23076923077,54,95.8333333333333,123.75,519.461538461538,697.5,920.083333333333,1.63333333333333,3078.15384615385,34.44,18.68,15.62
"DS11-54066",33756.3076923077,2012.23076923077,54,99.5833333333333,127.666666666667,519.461538461538,698.833333333333,924,1.95833333333333,3318.92307692308,35.5,19.22,17.2
"DS11-54067",33757.3076923077,2012.23076923077,54,107.833333333333,124.75,519.461538461538,697.666666666667,921.083333333333,2.55833333333333,2969.07692307692,33.46,19.46,16.16
"DS11-54068",30093.7272727273,2012.18181818182,54,105.555555555556,127.75,519.818181818182,702.25,926,2.18888888888889,3059.45454545455,34.7166666666667,18.2166666666667,14.5833333333333
"DS11-54069",30094.7272727273,2012.18181818182,54,99.4444444444444,126.444444444444,519.818181818182,700.25,924.222222222222,2.04444444444444,3390.45454545455,33.7833333333333,19.2166666666667,16.7666666666667
"DS11-54070",30095.7272727273,2012.18181818182,54,97.8888888888889,122.25,519.818181818182,702,920.5,1.77777777777778,3349.45454545455,33.1666666666667,20.15,16.7833333333333
"DS11-54073",33758.3076923077,2012.23076923077,54,101.916666666667,121.666666666667,519.461538461538,698.666666666667,918,2.23333333333333,3161.07692307692,33.4,20.48,15.08
"DS11-54074",30096.7272727273,2012.18181818182,54,116,124,519.818181818182,704.75,922.25,2.35555555555556,3211.90909090909,32.9,19.9333333333333,15.5
"DS11-54075",30097.7272727273,2012.18181818182,54,99.7777777777778,125.375,519.818181818182,699.75,923.625,2,3463.36363636364,32.5166666666667,20.15,15.0833333333333
"DS11-54076",30098.7272727273,2012.18181818182,54,111.222222222222,128.555555555556,519.818181818182,701.75,926.333333333333,2.74444444444444,3160.81818181818,34.7666666666667,18.9833333333333,15.55
"DS11-54077",30099.7272727273,2012.18181818182,54,95,122.75,519.818181818182,698.75,921,2.13333333333333,2951.45454545455,33.5833333333333,20.0333333333333,14.0166666666667
"DS11-54078",30100.7272727273,2012.18181818182,54,102.444444444444,126.333333333333,519.818181818182,704.5,924.111111111111,2.24444444444444,3142.90909090909,34.9333333333333,18.9,14.8833333333333
"DS11-54079",30101.7272727273,2012.18181818182,54,97.1111111111111,129.666666666667,519.818181818182,703.25,927.444444444444,1.85555555555556,3549.81818181818,35.5166666666667,18.6666666666667,16
"DS11-54081",30102.7272727273,2012.18181818182,54,110.111111111111,129.555555555556,519.818181818182,703.25,927.333333333333,2.6,3292.72727272727,33.1166666666667,19.9333333333333,17.4333333333333
"DS11-54082",30103.7272727273,2012.18181818182,54,100.777777777778,125.375,519.818181818182,702.5,923.625,1.63333333333333,3370.36363636364,34.7333333333333,18.85,16.95
"DS11-54084",30104.7272727273,2012.18181818182,54,105.555555555556,125.888888888889,519.818181818182,698.75,923.666666666667,2.48888888888889,3453.09090909091,33.4166666666667,19.5666666666667,16.2666666666667
"DS11-54085",33759.3076923077,2012.23076923077,54,98.9090909090909,124.416666666667,519.461538461538,698.666666666667,920.75,1.94166666666667,2858.38461538462,33.72,20.06,14.9
"DS11-54095",36087,2012.45454545455,54,93.2222222222222,123.5,517.727272727273,700.75,917.9,2.16666666666667,2999.63636363636,33.4333333333333,19.5666666666667,13.5
"DS11-54103",36088,2012.45454545455,54,102.333333333333,122.6,517.727272727273,699,917,2.25555555555556,2693.54545454545,34.1333333333333,19.8,15.2333333333333
"DS11-54104",29030.4444444444,2012.44444444444,54,108,129.25,519.333333333333,700.5,925.25,3.125,3048.66666666667,34.775,19.35,17.275
"DS11-54105",36089,2012.45454545455,54,104.888888888889,129.7,517.727272727273,699.5,924.1,2.47777777777778,3200.90909090909,35.8666666666667,19.3,18.3
"DS11-54106",36090,2012.45454545455,54,99.8888888888889,127.4,517.727272727273,700.25,921.8,2.2,3562.63636363636,33.9333333333333,20.0333333333333,14.8
"DS11-54107",29031.4444444444,2012.44444444444,54,111.125,124.857142857143,519.333333333333,698.333333333333,921.142857142857,3.0375,2845.44444444444,33.325,19.35,13.725
"DS11-54108",36091,2012.45454545455,54,101.888888888889,126.6,517.727272727273,699,921,2.28888888888889,3599.90909090909,33.3333333333333,20.0666666666667,15.7666666666667
"DS11-54109",29032.4444444444,2012.44444444444,54,109.875,128.375,519.333333333333,701.333333333333,924.375,2.375,2894.77777777778,34.775,19.15,15.325
"DS11-54110",29033.4444444444,2012.44444444444,54,108.125,130.375,519.333333333333,698.666666666667,926.375,2.1625,2909.11111111111,33.225,19.975,15.85
"DS11-54112",29034.4444444444,2012.44444444444,54,98.5,129.571428571429,519.333333333333,696.833333333333,925.857142857143,2.1625,3188.33333333333,32.975,19.95,15.975
"DS11-54113",36092,2012.45454545455,54,98.4444444444444,127.2,517.727272727273,700.25,921.6,2.44444444444444,3185.72727272727,33.8666666666667,19.6666666666667,13.8666666666667
"DS11-54114",36093,2012.45454545455,54,101.777777777778,131.9,517.727272727273,700.75,926.3,2.42222222222222,3140.09090909091,34.9666666666667,19.4666666666667,13.7
"DS11-54115",29035.4444444444,2012.44444444444,54,106.75,131.875,519.333333333333,698.5,927.875,2.375,2819.88888888889,34.775,18.9,16.825
"DS11-54118",36094,2012.45454545455,54,93.7777777777778,129,517.727272727273,699,923.4,2.14444444444444,3580.36363636364,32.5333333333333,20.7,14.7333333333333
"DS11-54119",29036.4444444444,2012.44444444444,54,106.625,127.571428571429,519.333333333333,700.166666666667,923.857142857143,2.475,2808.77777777778,34,19.45,14.375
"DS11-54120",29037.4444444444,2012.44444444444,54,112.125,130.625,519.333333333333,702.5,926.625,2.275,2750.33333333333,34.175,19.225,16.475
"DS11-54121",29038.4444444444,2012.44444444444,54,108.625,130.25,519.333333333333,701.333333333333,926.25,2.475,2903.44444444444,34.65,18.775,17.15
"DS11-54122",29039.4444444444,2012.44444444444,54,107.25,129.142857142857,519.333333333333,700.5,925.428571428571,2.4125,2874.66666666667,34.725,19.375,17.1
"DS11-54123",36095,2012.45454545455,54,96,128.3,517.727272727273,701.25,922.7,2.06666666666667,3381.54545454545,35,18.5,16.0333333333333
"DS11-54124",36096,2012.45454545455,54,106.111111111111,127.8,517.727272727273,702.25,922.2,2.22222222222222,3197.72727272727,35.3,19.1666666666667,17.5
"DS11-54125",36097,2012.45454545455,54,96.5555555555556,131.4,517.727272727273,700.2,925.8,2.12222222222222,3066.90909090909,34,20.0333333333333,15.5333333333333
"DS11-54128",36098,2012.45454545455,54,87.4444444444444,124.4,517.727272727273,700.5,918.8,2.08888888888889,2819.45454545455,35.4333333333333,18.4333333333333,15.3333333333333
"DS11-54129",36099,2012.45454545455,54,105.666666666667,126.1,517.727272727273,702.25,920.5,3.11111111111111,2908.81818181818,33.8333333333333,19.2666666666667,13.5333333333333
"DS11-54131",36100,2012.45454545455,54,98.1111111111111,125,517.727272727273,699.75,919.4,1.86666666666667,2994.18181818182,33.6666666666667,20,15.4666666666667
"DS11-54137",36101,2012.45454545455,54,110.444444444444,129.1,517.727272727273,699,923.5,3,2826.18181818182,33.8333333333333,19.3333333333333,14.1
"DS11-54138",29040.4444444444,2012.44444444444,54,112.625,132.25,519.333333333333,702.666666666667,928.25,3,2897.44444444444,34.775,19.575,16.875
"DS11-54139",36102,2012.45454545455,54,97.2222222222222,129.1,517.727272727273,700.25,923.5,2.06666666666667,3213.90909090909,34.2,18.3333333333333,14.7333333333333
"DS11-54140",29041.4444444444,2012.44444444444,54,107.875,131.25,519.333333333333,700,927.25,2.3875,3280.66666666667,33.8,19.75,16.7
"DS11-54141",36103,2012.45454545455,54,112,125.9,517.727272727273,704,920.3,3.13333333333333,3005,33.8333333333333,19.3333333333333,13.5333333333333
"DS11-54142",36104,2012.45454545455,54,109.888888888889,128.4,517.727272727273,700,922.8,2.88888888888889,2885.45454545455,34.0666666666667,19.1666666666667,16.2
"DS11-54144",29042.4444444444,2012.44444444444,54,106.25,129.714285714286,519.333333333333,699.333333333333,926,2.225,3402,33.725,19.6,15.45
"DS11-54145",36105,2012.45454545455,54,103.777777777778,126.1,517.727272727273,698,920.5,2.86666666666667,2802.27272727273,34.4666666666667,19.1666666666667,14.9666666666667
"DS11-54146",36106,2012.45454545455,54,96.8888888888889,129,517.727272727273,698.4,923.4,1.56666666666667,3553.63636363636,33.7333333333333,19.9333333333333,16.7
"DS11-54148",29043.4444444444,2012.44444444444,54,117.625,131.5,519.333333333333,702.166666666667,927.5,2.8375,3028.66666666667,34.375,19.3,15.975
"DS11-54149",29044.4444444444,2012.44444444444,54,114.875,128.857142857143,519.333333333333,698,925.142857142857,2.85,2830.22222222222,34.8,19.35,14.775
"DS11-54150",36107,2012.45454545455,54,109.111111111111,125.5,517.727272727273,701,919.9,2.9,2809.27272727273,33.7,20.0666666666667,15.6
"DS11-54151",29045.4444444444,2012.44444444444,54,110.5,133.5,519.333333333333,702,929.5,2.8125,3356,35.2,18.85,15.975
"DS11-54153",29046.4444444444,2012.44444444444,54,100.875,126,519.333333333333,698.833333333333,922.285714285714,2.35,3150.22222222222,34.375,19.5,14.4
"DS11-54154",29047.4444444444,2012.44444444444,54,111.625,125.857142857143,519.333333333333,701.333333333333,922.142857142857,2.4375,3255.44444444444,33.9,19.65,16.3
"DS11-54155",36108,2012.45454545455,54,98.5555555555556,125.4,517.727272727273,702,919.8,2.11111111111111,2924.63636363636,32.9333333333333,19.7666666666667,13.8
"DS11-54156",36109,2012.45454545455,54,87.8888888888889,122.5,517.727272727273,697.25,916.9,1.86666666666667,3297.63636363636,33.5,19.4333333333333,15.1
"DS11-54157",36110,2012.45454545455,54,93.6666666666667,125.6,517.727272727273,696.25,920,2.58888888888889,3185.36363636364,33.6333333333333,19.7,14.1
"DS11-54158",29048.4444444444,2012.44444444444,54,117,130.5,519.333333333333,701.166666666667,926.5,2.1625,2988.33333333333,33.5,19.35,16.525
"DS11-54161",36111,2012.45454545455,54,99.5555555555556,127.8,517.727272727273,699,922.2,2.03333333333333,3443.36363636364,34.0666666666667,19.9666666666667,15.2333333333333
"DS11-54162",29049.4444444444,2012.44444444444,54,104.125,129,519.333333333333,699.166666666667,925,1.8875,2828.77777777778,34.975,19.1,16.775
"DS11-54163",36112,2012.45454545455,54,101.888888888889,128.6,517.727272727273,702.75,923,2.24444444444444,3076.81818181818,34.4333333333333,19.2,15.6666666666667
"DS11-54164",36113,2012.45454545455,54,105.888888888889,130.8,517.727272727273,698.5,925.2,2.16666666666667,3176.63636363636,33.9,19.9,17.6333333333333
"DS11-54165",36114,2012.45454545455,54,98.8888888888889,125.2,517.727272727273,698.6,919.6,2.61111111111111,2768.90909090909,33.6666666666667,19.7666666666667,14.4
"DS11-54167",29050.4444444444,2012.44444444444,54,108.5,126.142857142857,519.333333333333,700.5,922.428571428571,2.75,2904,34.275,19.675,17.55
"DS11-54168",29051.4444444444,2012.44444444444,54,93,129.25,519.333333333333,698.5,925.25,1.825,3073,33.1,20.125,14.675
"DS11-54169",36115,2012.45454545455,54,101.111111111111,126.6,517.727272727273,696.75,921,2.5,3035.09090909091,34.8333333333333,19.1666666666667,15.7666666666667
"DS11-54170",29052.4444444444,2012.44444444444,54,112.375,128.428571428571,519.333333333333,700.666666666667,924.714285714286,2.5625,3027.25,34.7333333333333,18.3,18.4333333333333
"DS11-54171",29053.4444444444,2012.44444444444,54,103.125,126.875,519.333333333333,698.5,922.875,1.475,3114.77777777778,34.825,19.2,15.325
"DS11-54172",36116,2012.45454545455,54,94.3333333333333,126.4,517.727272727273,700.5,920.8,1.56666666666667,3382.18181818182,33.5,19.5,15.8
"DS11-54173",36117,2012.45454545455,54,101,127.9,517.727272727273,698.8,922.3,1.83333333333333,3485.27272727273,32.9666666666667,19.9,16.4666666666667
"DS11-54174",29054.4444444444,2012.44444444444,54,98.625,127,519.333333333333,697.833333333333,923.285714285714,1.7875,3051.77777777778,33.925,19.65,15.9
"DS11-54175",29055.4444444444,2012.44444444444,54,117.875,129,519.333333333333,701,925.285714285714,2.75,2569,33.4,19.7666666666667,16.6333333333333
"DS11-54176",29056.4444444444,2012.44444444444,54,110.875,130.75,519.333333333333,699.333333333333,926.75,2.1625,3271.66666666667,34.85,19.325,17.325
"DS11-54177",29057.4444444444,2012.44444444444,54,97.5,124.125,519.333333333333,701.166666666667,920.125,1.5125,3024.66666666667,35.15,19.35,15.35
"DS11-54178",29058.4444444444,2012.44444444444,54,96.375,124.5,519.333333333333,702.166666666667,920.5,1.825,2908.44444444444,35.5,18.725,14.325
"DS11-54179",29059.4444444444,2012.44444444444,54,106.125,122.857142857143,519.333333333333,699.666666666667,919.142857142857,2.0625,3054.66666666667,33.225,19.875,15.6
"DS11-54180",29060.4444444444,2012.44444444444,54,110.875,129.75,519.333333333333,698.333333333333,925.75,2.875,3266.11111111111,32.5,20.175,14.825
"DS11-54181",29061.4444444444,2012.44444444444,54,100.625,127.625,519.333333333333,701.833333333333,923.625,1.9125,2953.66666666667,32.975,20,16.45
"DS11-54182",29062.4444444444,2012.44444444444,54,106.75,130,519.333333333333,698.833333333333,926,2.225,2984.11111111111,35.275,18.875,17.15
"DS11-54188",29063.4444444444,2012.44444444444,54,110.125,128,519.333333333333,701.666666666667,924.285714285714,2.3125,2876.66666666667,34.225,19.3,17.2
"DS11-54207",36118,2012.45454545455,54,105.555555555556,131.6,517.727272727273,699.4,926,2.42222222222222,3309.45454545455,34.3666666666667,19.1,16.4
"DS11-54208",29064.4444444444,2012.44444444444,54,102.5,132,519.333333333333,702,928,1.9125,3072.66666666667,35.95,18.95,17.125
"DS11-54224",36119,2012.45454545455,54,101.444444444444,125.9,517.727272727273,699.4,920.3,2.74444444444444,3138.18181818182,34.1,19.2333333333333,13.7333333333333
"DS11-54225",36120,2012.45454545455,54,96,125.1,517.727272727273,697.25,919.5,2.7,3203.63636363636,34.1333333333333,19.9666666666667,16.6
"DS11-64001",31769.2,2012.4,64,111.625,132.875,519,699.833333333333,928.875,1.8375,3575.2,33.325,19.25,17.6
"DS11-64002",29162.6666666667,2012.44444444444,64,114.428571428571,136.428571428571,519.111111111111,700.333333333333,928.857142857143,2.07142857142857,2965.25,33.975,19.375,16.2
"DS11-64003",31770.2,2012.4,64,87.75,119.375,519,698.333333333333,915.375,1.7625,2602.8,33.85,19.4,17.95
"DS11-64005",31771.2,2012.4,64,125,133.444444444444,519,700,929.111111111111,2.0875,3339.2,33.85,18.55,18.25
"DS11-64007",31772.2,2012.4,64,123.25,135.111111111111,519,697.333333333333,930.777777777778,1.9,3126.1,34.05,19.325,16.425
"DS11-64008",31773.2,2012.4,64,110,135.444444444444,519,701.333333333333,931.111111111111,1.525,3896.3,33.925,19.275,19.45
"DS11-64009",31774.2,2012.4,64,81.75,118.666666666667,519,697.666666666667,914.333333333333,1.35,3395,33.4,19.675,16.9
"DS11-64011",29163.6666666667,2012.44444444444,64,116.714285714286,134.875,519.111111111111,701.8,930.875,2.15714285714286,3188,33.6333333333333,18.4,16.4666666666667
"DS11-64012",31775.2,2012.4,64,100.375,128,519,696.666666666667,924,1.6375,3502.1,34.225,19.25,20.225
"DS11-64014",31776.2,2012.4,64,106.875,128.111111111111,519,698.833333333333,923.777777777778,2.375,3260.8,33.8,19.625,18.225
"DS11-64015",31777.2,2012.4,64,84.125,132.444444444444,519,696.5,928.111111111111,1.4375,3418,34.55,19.875,17.45
"DS11-64016",29164.6666666667,2012.44444444444,64,114.857142857143,133.714285714286,519.111111111111,700.8,930,2.51428571428571,2724.5,34.5,17.9333333333333,15.4666666666667
"DS11-64017",31778.2,2012.4,64,90.625,120.777777777778,519,696.166666666667,916.444444444444,1.475,3411.3,32.825,20.4,16.4
"DS11-64019",31779.2,2012.4,64,106.375,127.888888888889,519,698.166666666667,923.555555555556,1.9375,3269.3,33.8,19.7,19.25
"DS11-64020",31780.2,2012.4,64,101.375,128.333333333333,519,696.666666666667,924,1.6375,3696.3,32.7,19.45,18.175
"DS11-64022",31781.2,2012.4,64,108,130.875,519,698.166666666667,926.875,1.775,3876.8,34.775,19.025,20.15
"DS11-64023",31782.2,2012.4,64,95.625,124.888888888889,519,697.666666666667,920.555555555556,1.6625,3779.8,34.175,20.075,18.225
"DS11-64024",31783.2,2012.4,64,112.375,135.333333333333,519,698.333333333333,931,1.925,3714,33.9,18.975,18.275
"DS11-64025",29165.6666666667,2012.44444444444,64,114.333333333333,135,519.111111111111,702.8,927.428571428571,2.25,3196.85714285714,34.3333333333333,18.2666666666667,15.3666666666667
"DS11-64026",31784.2,2012.4,64,90.2857142857143,119.25,519,697.333333333333,915.25,1.725,2773.9,35.475,19.175,17.975
"DS11-64027",31785.2,2012.4,64,88.25,129,519,696.833333333333,925,1.6,3509.1,33.85,18.95,15.65
"DS11-64029",29166.6666666667,2012.44444444444,64,103.75,138.75,519.111111111111,698.333333333333,934.75,2.0375,3677.44444444444,34.025,18.425,18.575
"DS11-64031",29167.6666666667,2012.44444444444,64,100.125,135.25,519.111111111111,699.666666666667,931.25,2.3875,3148.66666666667,34.025,18.925,13.675
"DS11-64032",31786.2,2012.4,64,106.25,121.888888888889,519,697,917.555555555556,1.725,3247.44444444444,33.0666666666667,20.3,18.1333333333333
"DS11-64033",31787.2,2012.4,64,105.5,124.777777777778,519,697.166666666667,920.444444444444,1.7875,3359.2,33.7,20.175,17.275
"DS11-64034",29168.6666666667,2012.44444444444,64,98.125,130.5,519.111111111111,700,926.5,2.2625,3420.33333333333,33.6,19.125,14.875
"DS11-64035",29169.6666666667,2012.44444444444,64,113.857142857143,136.428571428571,519.111111111111,702,932.714285714286,2.15714285714286,3560.375,33.5333333333333,18.5333333333333,18.4333333333333
"DS11-64036",31788.2,2012.4,64,103,129.444444444444,519,698.5,925.111111111111,2.1625,3174.7,35.475,18.225,15.825
"DS11-64037",31789.2,2012.4,64,115.5,133.444444444444,519,698.833333333333,929.111111111111,2.0625,3608.7,34.675,18.125,18.4
"DS11-64039",29170.6666666667,2012.44444444444,64,125.5,134.5,519.111111111111,704,930.5,2.3875,2934.44444444444,32.95,18.725,15.65
"DS11-64040",31790.2,2012.4,64,102,130.25,519,699.5,926.25,2.1875,3288.3,35.825,18.075,15.95
"DS11-64044",29171.6666666667,2012.44444444444,64,113.25,135.625,519.111111111111,702.166666666667,931.625,2.475,3207.11111111111,35.875,17.6,19.625
"DS11-64045",31791.2,2012.4,64,107.25,119.555555555556,519,697.5,915.222222222222,1.9375,3142.7,33.225,20.175,16.825
"DS11-64047",31792.2,2012.4,64,99.25,124.875,519,698.666666666667,920.875,1.9375,3547,35.5,18.975,21.375
"DS11-64048",29172.6666666667,2012.44444444444,64,104.875,133.857142857143,519.111111111111,699.833333333333,930.142857142857,2.2,3178.77777777778,34.975,18.35,18.125
"DS11-64050",31793.2,2012.4,64,97.625,125.375,519,698.5,921.375,2.0375,3480.3,34.075,19.05,21.025
"DS11-64051",31794.2,2012.4,64,91.375,125.25,519,698.166666666667,921.25,1.325,3239.2,34.725,18.85,22.15
"DS11-64053",29173.6666666667,2012.44444444444,64,116,132.666666666667,519.111111111111,699,924.833333333333,1.78571428571429,3324.375,34.65,19.05,16.925
"DS11-64054",29174.6666666667,2012.44444444444,64,113.714285714286,136.285714285714,519.111111111111,700.666666666667,928.714285714286,2.21428571428571,3265.25,36.2,18.225,17.275
"DS11-64055",29175.6666666667,2012.44444444444,64,100.625,135.571428571429,519.111111111111,701.333333333333,931.857142857143,2.0125,3474.11111111111,33,18.775,16.125
"DS11-64057",31795.2,2012.4,64,96,130.5,519,699.166666666667,926.5,1.625,3561,33.7,19.675,20.375
"DS11-64058",29176.6666666667,2012.44444444444,64,111.428571428571,130.857142857143,519.111111111111,702.666666666667,923.285714285714,2.42857142857143,3371.25,33.95,19.025,16.025
"DS11-64059",32206.75,2012.25,64,101.3,137.666666666667,519.25,702.8,935,1.64444444444444,3092.25,33.4,16.9333333333333,18.25
"DS11-64060",32207.75,2012.25,64,103.9,134.3,519.25,703.4,931.4,1.8,3546.66666666667,32.75,19.3333333333333,15.6833333333333
"DS11-64061",33378.0833333333,2012.16666666667,64,91.8181818181818,122.4,519.416666666667,696.25,918.9,1.37272727272727,3502.91666666667,33.7,20.08,21.28
"DS11-64062",33379.0833333333,2012.16666666667,64,88,123.727272727273,519.416666666667,697.2,920,1.46363636363636,3170.16666666667,33.6,20.02,20.48
"DS11-64063",32208.75,2012.25,64,121.5,135.1,519.25,703,932.2,2.41,3361.83333333333,32.8333333333333,18.55,17.1166666666667
"DS11-64064",33380.0833333333,2012.16666666667,64,94.3636363636364,126.636363636364,519.416666666667,697.25,922.909090909091,1.46363636363636,3614,32.74,20.36,20.84
"DS11-64065",32209.75,2012.25,64,99.8,134.7,519.25,706.4,931.8,2.06,3124.58333333333,31.2166666666667,19.8833333333333,16.85
"DS11-64066",33381.0833333333,2012.16666666667,64,91.3636363636364,126.727272727273,519.416666666667,696.8,923,1.43636363636364,2831.91666666667,33.8,19.64,19.44
"DS11-64069",32210.75,2012.25,64,115.2,135.5,519.25,702.4,932.6,1.85,3266,32.8166666666667,19.0833333333333,17.4833333333333
"DS11-64070",33382.0833333333,2012.16666666667,64,103.545454545455,126.5,519.416666666667,696.5,923,1.82727272727273,3708.83333333333,32.7,19.74,18.54
"DS11-64071",32211.75,2012.25,64,106.7,136.7,519.25,704.8,933.8,1.68,3279.33333333333,34.2833333333333,18.5333333333333,15.45
"DS11-64072",32212.75,2012.25,64,99.2,132.1,519.25,701,929.2,1.9,3035.5,33.6666666666667,19.3166666666667,17.3833333333333
"DS11-64073",33383.0833333333,2012.16666666667,64,87.7272727272727,121.6,519.416666666667,695.4,918.1,1.48181818181818,3101.08333333333,32.74,20.72,20
"DS11-64074",32213.75,2012.25,64,109.3,136.2,519.25,710.75,933.3,2.15,3269.08333333333,32.9,18.6,16.4833333333333
"DS11-64076",32214.75,2012.25,64,101.5,134.666666666667,519.25,701.6,932.111111111111,2.23,3238.91666666667,33.3833333333333,19.0333333333333,17.8666666666667
"DS11-64077",32215.75,2012.25,64,102.7,135.9,519.25,702,933,2.5,3229.91666666667,33.9666666666667,18.3,21.1
"DS11-64078",32216.75,2012.25,64,105.3,131.1,519.25,698.4,928.2,2.04,3100.58333333333,32.55,19.3666666666667,18.2
"DS11-64079",32217.75,2012.25,64,101.3,135.5,519.25,707,932.6,1.88,3258.41666666667,33.5,18.95,15.5333333333333
"DS11-64081",33384.0833333333,2012.16666666667,64,106.909090909091,127.181818181818,519.416666666667,697.75,923.454545454545,1.64545454545455,3581.83333333333,33.22,19.74,20.26
"DS11-64083",32218.75,2012.25,64,105.8,135.1,519.25,701.4,932.2,2.02,3474.66666666667,34.7833333333333,18.5,18.3833333333333
"DS11-64084",33385.0833333333,2012.16666666667,64,79.3636363636364,122.636363636364,519.416666666667,695,918.909090909091,1.32727272727273,3241,34.1,20.2,20.28
"DS11-64086",32219.75,2012.25,64,101.6,137.3,519.25,707,934.4,1.98,3143.18181818182,33.9666666666667,18.6666666666667,15.0166666666667
"DS11-64089",32220.75,2012.25,64,108.2,131.1,519.25,700.8,928.2,2.07,3311.33333333333,33.4333333333333,19.6166666666667,18.6166666666667
"DS11-64090",32221.75,2012.25,64,101.5,129.555555555556,519.25,709.2,927,1.56,3397.75,32.5333333333333,20.0833333333333,18.0166666666667
"DS11-64091",33386.0833333333,2012.16666666667,64,92.8181818181818,127.9,519.416666666667,697.4,924.4,1.91818181818182,3653.91666666667,32.46,19.88,15.76
"DS11-64095",33387.0833333333,2012.16666666667,64,97.2727272727273,129.727272727273,519.416666666667,697.5,926,1.69090909090909,3558.91666666667,33.68,20.02,21.2
"DS11-64097",31796.2,2012.4,64,87.125,123.111111111111,519,696.666666666667,918.777777777778,1.8125,3187.4,33.75,19.8,17.05
