"","X","year","family","height","R8","planting","flower","maturity","lodging","yield","protein","oil","size"
"DS11-13070",29575.3333333333,2012.25,13,95.8,127.777777777778,519.333333333333,699.2,925.333333333333,1.48,4221.83333333333,32.58,20,16.46
"DS11-13071",29576.3333333333,2012.25,13,102.2,131,519.333333333333,700.6,928.2,1.76,3968.91666666667,33.68,19.46,15.9
"DS11-13072",29577.3333333333,2012.25,13,108.1,130,519.333333333333,700.6,927.2,2.23,3741.66666666667,33.78,18.74,15.66
"DS11-13073",29578.3333333333,2012.25,13,93.9,128.1,519.333333333333,702.8,925.3,1.98,3947.5,32.2,20.26,15.34
"DS11-13074",29579.3333333333,2012.25,13,110.3,132.1,519.333333333333,700.8,929.3,2.48,3768.66666666667,32.78,19.24,16.54
"DS11-13076",29580.3333333333,2012.25,13,107.6,131.444444444444,519.333333333333,702.4,929,2.3,3675.58333333333,34.94,18.8,15.68
"DS11-13078",29581.3333333333,2012.25,13,105.2,130.777777777778,519.333333333333,700.8,928.333333333333,1.98,4005.08333333333,33.96,19.7,16.38
"DS11-13080",29582.3333333333,2012.25,13,89.2,132,519.333333333333,706.25,929.2,1.51,4128,33.18,19.22,14.84
"DS11-13082",29583.3333333333,2012.25,13,100.7,130.3,519.333333333333,699.4,927.5,2.5,3722.41666666667,33.58,19,16.88
"DS11-13083",29584.3333333333,2012.25,13,86,126.111111111111,519.333333333333,699.8,923.666666666667,1.26,4088.58333333333,32.62,19.96,15.1
"DS11-13084",29585.3333333333,2012.25,13,97.7,134.8,519.333333333333,703.4,932,1.46,4139.66666666667,32.38,19.54,14.66
"DS11-13085",29586.3333333333,2012.25,13,96.1,131.3,519.333333333333,701.4,928.5,2.56,3813.41666666667,34.9,19,15.42
"DS11-13086",29587.3333333333,2012.25,13,84.4,126.8,519.333333333333,701.6,924,1.58,3908.41666666667,32.36,20.08,16.84
"DS11-13087",29588.3333333333,2012.25,13,91,126.3,519.333333333333,700.8,923.5,2.48,3684.75,33.16,19.46,13.78
"DS11-13088",29589.3333333333,2012.25,13,105.8,128.1,519.333333333333,699.6,925.3,1.76,3993.58333333333,32.62,20.48,16.18
"DS11-13089",29590.3333333333,2012.25,13,89.8,130.9,519.333333333333,699.8,928.1,1.21,4080.08333333333,32.86,19.96,15.98
"DS11-13090",29591.3333333333,2012.25,13,97.1,132.6,519.333333333333,701.2,929.8,2.03,3971.66666666667,34.84,18.4,17.16
"DS11-13100",28806.3,2012.4,13,94.2222222222222,128.555555555556,519,699.166666666667,924.222222222222,2.36666666666667,3740.6,34.275,18.425,16.675
"DS11-13103",28807.3,2012.4,13,97.6666666666667,132.444444444444,519,700.333333333333,928.111111111111,1.9,3302.1,32.775,19.525,16.075
"DS11-13104",28808.3,2012.4,13,83.5555555555556,128.333333333333,519,698.333333333333,924,1.51111111111111,4008.5,33.925,19.375,17.1
"DS11-13105",28809.3,2012.4,13,98.6666666666667,130.222222222222,519,703.833333333333,925.888888888889,2.12222222222222,3308.1,34.375,19.125,16.85
"DS11-13106",28810.3,2012.4,13,91.7777777777778,130,519,698.666666666667,925.666666666667,1.94444444444444,3399.8,34.425,18.675,15.1
"DS11-13107",28811.3,2012.4,13,102.777777777778,129.666666666667,519,699.833333333333,925.333333333333,1.94444444444444,3652.9,33.55,19.35,19.35
"DS11-13109",28812.3,2012.4,13,84.1111111111111,130.555555555556,519,699,926.222222222222,1.73333333333333,3701,33.05,20.025,15.4
"DS11-13111",28813.3,2012.4,13,88.7777777777778,126.333333333333,519,698.166666666667,922,1.9,3378.8,34.975,18.5,13.9
"DS11-13112",28814.3,2012.4,13,94.1111111111111,128,519,698.333333333333,923.666666666667,1.58888888888889,3478.9,32.325,20.225,15.3
"DS11-13114",28815.3,2012.4,13,96.4444444444444,131.777777777778,519,701.5,927.444444444444,2.23333333333333,3657.5,34.5,18.6,17.275
"DS11-13115",28816.3,2012.4,13,101.777777777778,131.777777777778,519,701.5,927.444444444444,1.66666666666667,3531.8,34.75,18.75,17.725
"DS11-13116",28817.3,2012.4,13,102,131.555555555556,519,699.666666666667,927.222222222222,1.72222222222222,3696,34.425,18.9,16.625
"DS11-13117",28818.3,2012.4,13,86.3333333333333,125.444444444444,519,698,921.111111111111,1.86666666666667,3293,33.5,19.625,15.875
"DS11-13118",28819.3,2012.4,13,96.8888888888889,134.444444444444,519,702.5,930.111111111111,1.95555555555556,3446.5,32.425,19.7,16.1
"DS11-13119",28820.3,2012.4,13,95.8888888888889,132.666666666667,519,700.166666666667,928.333333333333,2.03333333333333,3411,33.8,19.725,16.175
"DS11-13120",28821.3,2012.4,13,104.777777777778,130,519,699,925.666666666667,1.86666666666667,3554.8,34.65,18.525,16.575
"DS11-13121",28822.3,2012.4,13,100.111111111111,133.222222222222,519,697.833333333333,928.888888888889,1.9,3575.2,34.75,18.725,18.875
"DS11-13122",28823.3,2012.4,13,85.7777777777778,126.111111111111,519,697.666666666667,921.777777777778,1.73333333333333,3556.4,33.3,20.025,13.675
"DS11-13123",28824.3,2012.4,13,98,131.777777777778,519,699.166666666667,927.444444444444,1.81111111111111,3697.2,33.975,19.7,17.275
"DS11-13124",28825.3,2012.4,13,104.111111111111,127,519,698,922.666666666667,1.81111111111111,3305.1,32.625,20.4,16.075
"DS11-13125",28826.3,2012.4,13,100,128,519,699.333333333333,923.666666666667,2.14444444444444,3802.9,33.725,19.275,15.825
"DS11-13126",28827.3,2012.4,13,82.5555555555556,131.333333333333,519,701,927,2.17777777777778,3245.3,33.65,20.025,16.55
"DS11-13127",28828.3,2012.4,13,80.1111111111111,130.444444444444,519,697.833333333333,926.111111111111,1.12222222222222,3671.7,32.7,20.55,16.7
"DS11-13128",28829.3,2012.4,13,101.666666666667,124.555555555556,519,697.166666666667,920.222222222222,2.2,3504.1,34.175,19.55,14.575
"DS11-13130",28830.3,2012.4,13,93.7777777777778,130.222222222222,519,700,925.888888888889,1.67777777777778,3748.2,34.6,19.275,15.675
"DS11-13131",28831.3,2012.4,13,99.1111111111111,127.666666666667,519,697.166666666667,923.333333333333,1.64444444444444,3622.1,33.95,20.35,17.475
"DS11-13132",28832.3,2012.4,13,105.222222222222,133.888888888889,519,701.666666666667,929.555555555556,2.27777777777778,3641.4,33.15,19.75,15.55
"DS11-13133",28833.3,2012.4,13,103.444444444444,129.666666666667,519,699.5,925.333333333333,2.14444444444444,3372.1,34.05,19.5,16.575
"DS11-13134",28834.3,2012.4,13,96.5555555555556,134.333333333333,519,701,930,1.88888888888889,3622.8,34.525,19,17.775
"DS11-13135",28835.3,2012.4,13,98.3333333333333,130.111111111111,519,698.5,925.777777777778,1.97777777777778,3569.5,34.05,19.375,14.9
"DS11-13137",28836.3,2012.4,13,74.2222222222222,129.555555555556,519,699.166666666667,925.222222222222,1.4,3257.1,32.25,19.8,15.075
"DS11-13138",28837.3,2012.4,13,101.333333333333,132.777777777778,519,699.333333333333,928.444444444444,1.86666666666667,3660.5,33.525,19.2,16.7
"DS11-13139",28838.3,2012.4,13,108.666666666667,133.444444444444,519,699.833333333333,929.111111111111,2.44444444444444,3729.4,33.65,18.75,17.275
"DS11-13141",28839.3,2012.4,13,95.8888888888889,128.444444444444,519,696.5,924.111111111111,1.7,3826.9,32.5,20.15,19.075
"DS11-13144",28840.3,2012.4,13,96.6666666666667,129.333333333333,519,701.5,925,2.28888888888889,3628,33.325,19.125,17.125
"DS11-13145",27163.3333333333,2012.33333333333,13,89.8571428571429,135.25,519.444444444444,698.4,931.375,1.51428571428571,3928.625,33.475,19.525,16.65
"DS11-13146",27164.3333333333,2012.33333333333,13,95.4285714285714,134.857142857143,519.444444444444,698.4,931.285714285714,1.75714285714286,3796.14285714286,32.6,20,15.9333333333333
"DS11-13147",27165.3333333333,2012.33333333333,13,99.2857142857143,130.625,519.444444444444,696.2,926.75,2.18571428571429,3970.11111111111,33.575,19.725,17.9
"DS11-13148",27166.3333333333,2012.33333333333,13,99.7142857142857,133.875,519.444444444444,699.8,930,2.4,3756,31.65,19.95,15.4
"DS11-13149",27167.3333333333,2012.33333333333,13,108.285714285714,135.571428571429,519.444444444444,699.6,932,2.38571428571429,3930.55555555556,33.1,19.55,16.275
"DS11-13155",27168.3333333333,2012.33333333333,13,116.428571428571,136,519.444444444444,701.8,932.428571428571,2.18571428571429,3735.66666666667,33.825,19.625,15.9
"DS11-13156",27169.3333333333,2012.33333333333,13,105,134,519.444444444444,700.4,930.125,1.97142857142857,3911.44444444444,33.05,19.825,15.9
"DS11-13157",27170.3333333333,2012.33333333333,13,97.4285714285714,131.75,519.444444444444,698.6,927.875,1.82857142857143,4079.88888888889,34.225,19.275,18.15
"DS11-13158",27171.3333333333,2012.33333333333,13,89.8571428571429,131.142857142857,519.444444444444,699.4,927.571428571429,1.87142857142857,3905,32.875,19.8,15.65
"DS11-13159",27172.3333333333,2012.33333333333,13,92.8571428571429,135.125,519.444444444444,700,931.25,1.97142857142857,3637.55555555556,33,19.5,15.775
"DS11-13160",27173.3333333333,2012.33333333333,13,85.4285714285714,133.714285714286,519.444444444444,699.2,930.142857142857,1.75714285714286,4185.66666666667,33.65,20,18.4
"DS11-13163",27174.3333333333,2012.33333333333,13,103.285714285714,135.5,519.444444444444,702,931.625,1.58571428571429,4188.11111111111,34.15,19.25,16.6
"DS11-13165",27175.3333333333,2012.33333333333,13,112.571428571429,136.25,519.444444444444,698.2,932.375,2.1,4002.55555555556,34.025,19.05,15.325
"DS11-13166",27176.3333333333,2012.33333333333,13,102.857142857143,131.75,519.444444444444,700.4,927.875,1.9,3870.33333333333,34.125,18.625,12.45
"DS11-13168",27177.3333333333,2012.33333333333,13,100.714285714286,135.625,519.444444444444,699.4,931.75,2.25714285714286,3663.77777777778,32.15,19.925,15
"DS11-13170",27178.3333333333,2012.33333333333,13,96.2857142857143,134,519.444444444444,701.2,930.428571428571,1.97142857142857,3992.88888888889,33.45,19.05,16.35
"DS11-13171",27179.3333333333,2012.33333333333,13,94.8571428571429,131.375,519.444444444444,698.6,927.5,1.3,3770.33333333333,32.275,20.525,14.9
"DS11-13172",27180.3333333333,2012.33333333333,13,85.8571428571429,130.25,519.444444444444,698,926.375,1.54285714285714,3914.88888888889,32.825,19.475,16.825
"DS11-13173",27181.3333333333,2012.33333333333,13,96.2857142857143,132.125,519.444444444444,699,928.25,1.68571428571429,3911.55555555556,32.15,19.7,15.725
"DS11-13174",27182.3333333333,2012.33333333333,13,111.285714285714,135,519.444444444444,703.6,931.428571428571,2.5,3526.22222222222,33.675,19.1,15.175
"DS11-13175",27183.3333333333,2012.33333333333,13,107.571428571429,136.375,519.444444444444,699.6,932.5,2.55714285714286,4380.66666666667,33.725,19.1,17.3
"DS11-13176",27184.3333333333,2012.33333333333,13,103.142857142857,132.125,519.444444444444,701,928.25,2.51428571428571,3650.33333333333,33.05,19.1,12.8
"DS11-13177",27185.3333333333,2012.33333333333,13,98.8571428571429,133.75,519.444444444444,699,929.875,2.11428571428571,4088.88888888889,32.825,19.575,15.5
"DS11-13178",27186.3333333333,2012.33333333333,13,101.571428571429,132.75,519.444444444444,699.8,928.875,2.11428571428571,3883.55555555556,32.975,19,12.875
"DS11-13179",27187.3333333333,2012.33333333333,13,90.1428571428571,131.5,519.444444444444,700.4,927.625,1.65714285714286,3901,33.55,19.675,13.95
"DS11-13181",27188.3333333333,2012.33333333333,13,110,136.125,519.444444444444,699,932.25,2.42857142857143,3433.33333333333,33.525,19.25,16.175
"DS11-13182",27189.3333333333,2012.33333333333,13,86.1428571428571,131.125,519.444444444444,699.8,927.25,1.94285714285714,4054.77777777778,33.525,18.875,15.275
"DS11-13183",27190.3333333333,2012.33333333333,13,99,128.625,519.444444444444,698.6,924.75,1.75714285714286,4024.33333333333,33.55,19.45,15.95
"DS11-13184",27191.3333333333,2012.33333333333,13,104,133.75,519.444444444444,700,929.875,2.28571428571429,3765,32.925,19.725,16.45
"DS11-13185",27192.3333333333,2012.33333333333,13,93.5714285714286,132.125,519.444444444444,700.8,928.25,2.04285714285714,4249.22222222222,33.225,19.175,16.3
"DS11-13186",27193.3333333333,2012.33333333333,13,100.428571428571,132,519.444444444444,701,928.428571428571,1.61428571428571,4051.66666666667,33.625,19.75,17.525
"DS11-13187",27194.3333333333,2012.33333333333,13,103.857142857143,134,519.444444444444,699,930.125,2.07142857142857,3770.875,32.175,19.725,14.75
"DS11-13188",27195.3333333333,2012.33333333333,13,98.8571428571429,132.875,519.444444444444,702.2,929,1.57142857142857,3827.55555555556,34.475,19.45,15.05
"DS11-13189",27196.3333333333,2012.33333333333,13,87.7142857142857,130.625,519.444444444444,698.8,926.75,1.44285714285714,3615.55555555556,33.775,19.275,14.35
"DS11-13190",27197.3333333333,2012.33333333333,13,104.714285714286,130.125,519.444444444444,700.6,926.25,3.42857142857143,3353.88888888889,34.075,19.05,14.35
"DS11-14001",29138.9166666667,2012.25,14,103.727272727273,132.454545454545,519.666666666667,699.2,929.090909090909,1.8,3621.83333333333,33.8,19.3,16.8666666666667
"DS11-14002",29139.9166666667,2012.25,14,107.636363636364,132.727272727273,519.666666666667,703.2,929.363636363636,2.51818181818182,3391.58333333333,34.6166666666667,18.45,15.2833333333333
"DS11-14003",29140.9166666667,2012.25,14,111.454545454545,133.6,519.666666666667,700.4,930.5,2.63636363636364,3694.91666666667,34.7,18.15,16.6666666666667
"DS11-14004",29141.9166666667,2012.25,14,100.090909090909,134.363636363636,519.666666666667,699.2,931,2.09090909090909,3879.58333333333,34.7833333333333,18.5333333333333,18.2166666666667
"DS11-14006",29142.9166666667,2012.25,14,100.909090909091,135,519.666666666667,701,931.636363636364,1.75454545454545,3580.08333333333,34.4333333333333,18.7666666666667,16.35
"DS11-14009",29143.9166666667,2012.25,14,104.636363636364,132.636363636364,519.666666666667,701.6,929.272727272727,2.45454545454545,4043.18181818182,32.44,18.96,15.54
"DS11-14010",29144.9166666667,2012.25,14,106.272727272727,132.7,519.666666666667,699.6,926.9,2.31818181818182,3708.72727272727,32.36,19.56,16.2
"DS11-14012",29145.9166666667,2012.25,14,106.363636363636,130,519.666666666667,697.6,926.636363636364,2.09090909090909,3735.58333333333,34.0333333333333,18.9833333333333,14.8333333333333
"DS11-14013",29146.9166666667,2012.25,14,111.272727272727,135.363636363636,519.666666666667,705,932,2.08181818181818,3734.58333333333,35.3333333333333,17.8333333333333,16.0666666666667
"DS11-14014",29147.9166666667,2012.25,14,111,134.272727272727,519.666666666667,699.4,930.909090909091,2.18181818181818,4014.75,34.45,19.1166666666667,17.6833333333333
"DS11-14015",29148.9166666667,2012.25,14,101.272727272727,132.8,519.666666666667,698.6,927,1.66363636363636,4015.75,33.8666666666667,18.8666666666667,17.15
"DS11-14017",29149.9166666667,2012.25,14,108.454545454545,132.777777777778,519.666666666667,699.6,927,2.36363636363636,3710.5,34.6333333333333,18.8166666666667,14.65
"DS11-14018",29150.9166666667,2012.25,14,99.5454545454545,130.818181818182,519.666666666667,700.8,927.454545454545,2.71818181818182,3981.25,33.6,18.7333333333333,17.3166666666667
"DS11-14025",29151.9166666667,2012.25,14,103.181818181818,132.454545454545,519.666666666667,700,929.090909090909,1.63636363636364,3831.58333333333,34.4833333333333,19.1833333333333,18.3666666666667
"DS11-14027",29152.9166666667,2012.25,14,108.090909090909,129.727272727273,519.666666666667,700,926.363636363636,1.8,4019.58333333333,33.4,19.1,14.95
"DS11-14028",29153.9166666667,2012.25,14,106.181818181818,134.454545454545,519.666666666667,699.4,931.090909090909,2.27272727272727,3952.83333333333,34.3166666666667,18.7666666666667,16.8666666666667
"DS11-14033",29154.9166666667,2012.25,14,100.272727272727,130.727272727273,519.666666666667,698.8,927.363636363636,1.87272727272727,3773.25,33.3333333333333,19.0666666666667,16.0166666666667
"DS11-14034",29155.9166666667,2012.25,14,104.363636363636,132.909090909091,519.666666666667,699.6,929.545454545455,1.86363636363636,4066.91666666667,32.55,19.6,16.5666666666667
"DS11-14035",29156.9166666667,2012.25,14,102.909090909091,130.6,519.666666666667,698.6,927.5,2,3882.83333333333,34.6333333333333,18.7666666666667,17.2166666666667
"DS11-14036",29157.9166666667,2012.25,14,108,130,519.666666666667,701.6,924.2,2.34545454545455,3555.16666666667,32.55,20.0333333333333,16.3
"DS11-14037",29158.9166666667,2012.25,14,95.3636363636364,133.2,519.666666666667,700.2,930.1,2.02727272727273,4031.58333333333,34.9833333333333,17.65,15.1333333333333
"DS11-14040",29159.9166666667,2012.25,14,110.272727272727,130.454545454545,519.666666666667,701.4,927.090909090909,2.07272727272727,3836,33.7666666666667,18.95,15.7166666666667
"DS11-14041",29160.9166666667,2012.25,14,101.818181818182,133.909090909091,519.666666666667,700.6,930.545454545455,1.96363636363636,4095.83333333333,33.6,18.7666666666667,16.4833333333333
"DS11-14042",29161.9166666667,2012.25,14,109.636363636364,131.7,519.666666666667,701.8,925.9,1.95454545454545,4209.16666666667,33.2833333333333,19.2833333333333,16.6666666666667
"DS11-14043",29162.9166666667,2012.25,14,97.5454545454545,131.909090909091,519.666666666667,700.8,928.545454545455,1.84545454545455,4021.33333333333,33.5,19.65,15.7333333333333
"DS11-14049",29163.9166666667,2012.25,14,105.636363636364,133.272727272727,519.666666666667,702.6,929.909090909091,2.00909090909091,3783.54545454545,32.9666666666667,19.15,15.5833333333333
"DS11-14051",29164.9166666667,2012.25,14,95.8181818181818,127.909090909091,519.666666666667,698.8,924.545454545455,2.02727272727273,3723.08333333333,33.8166666666667,19.6166666666667,16.2166666666667
"DS11-14052",29165.9166666667,2012.25,14,108.727272727273,133.272727272727,519.666666666667,700,929.909090909091,2.51818181818182,3723,34.5333333333333,19.1166666666667,15.5
"DS11-14053",29166.9166666667,2012.25,14,95.5454545454545,127.727272727273,519.666666666667,697.2,924.363636363636,1.70909090909091,3843.91666666667,33.7,18.8,16.05
"DS11-14054",29167.9166666667,2012.25,14,103.090909090909,131.090909090909,519.666666666667,701.6,927.727272727273,2.57272727272727,3742.91666666667,33.9166666666667,18.5166666666667,17.15
"DS11-14055",29168.9166666667,2012.25,14,107.272727272727,131.272727272727,519.666666666667,698.6,927.909090909091,2.83636363636364,3672.66666666667,33.9,18.95,17.5333333333333
"DS11-14056",29169.9166666667,2012.25,14,104.818181818182,133.272727272727,519.666666666667,699.8,929.909090909091,2.21818181818182,3520.75,35.1166666666667,18.55,17.2666666666667
"DS11-14057",29170.9166666667,2012.25,14,101.363636363636,127.8,519.666666666667,696.6,924.7,2.11818181818182,3460.25,34.7833333333333,19.6166666666667,17.0166666666667
"DS11-14059",29171.9166666667,2012.25,14,110.909090909091,132.363636363636,519.666666666667,698.8,929,2.7,3823.75,35.2166666666667,18.9,17.9166666666667
"DS11-14060",29172.9166666667,2012.25,14,102.272727272727,133.636363636364,519.666666666667,698.6,930.272727272727,1.73636363636364,3866.33333333333,35.5333333333333,19,16.3166666666667
